"Time Name Club Date Place"
"0:25.70 Ricardo Jorge Coxo fpn 17.07.99 Moscovo"
"0:25.27 SimÆo Gomes Morgado fpn 26.07.99 Istambul"
"0:25.27 SimÆo Gomes Morgado fpn 27.05.00 Sheffield"
"0:25.04 Ricardo Jorge Coxo fpn 30.07.00 Dunquerque"
"0:24.91 Ricardo Jorge Coxo sfuap 20.05.01 Lisboa ? E. Universit rio"
"0:24.91 Ricardo Jorge Coxo sfuap 15.03.02 P¢voa de Varzim"
"0:24.64 Ricardo Jorge Coxo fpn 13.04.02 Greve"
"0:24.60 SimÆo Gomes Morgado fpn 29.07.02 Berlim"
"0:24.38 SimÆo Gomes Morgado fpn 29.07.02 Berlim"
"0:24.05 SimÆo Gomes Morgado fpn 31.07.06 Budapeste"
"0:24.03 SimÆo Gomes Morgado cna 27.03.09 Lisboa ? E. Universit rio"
"0:23.97 SimÆo Gomes Morgado fpn 05.04.09 M laga"
"0:23.75 SimÆo Gomes Morgado fpn 05.04.09 M laga"
"0:23.72 SimÆo Gomes Morgado fpn 05.04.09 M laga"
