,Time,Name,Club,Date
0,0:29.47,Bruno Miguel Gaspar,fcp,22.05.99
1,0:29.38,Jose Guilherme Couto,fpn,29.07.99
2,0:28.91,Jose Guilherme Couto,fpn,06.04.00
3,0:28.51,Jose Guilherme Couto,fpn,28.07.01
4,0:28.43,Carlos Esteves Almeida,fpn,25.05.12
5,0:28.16,Carlos Esteves Almeida,fpn,30.07.13
