"Time Name Club Date Place"
"0:29.47 Bruno Miguel Gaspar fcp 22.05.99 Lisboa – E. Universitário"
"0:29.38 José Guilherme Couto fpn 29.07.99 Istambul"
"0:28.91 José Guilherme Couto fpn 06.04.00 Luxemburgo"
"0:28.51 José Guilherme Couto fpn 28.07.01 Fukuoka"
"0:28.43 Carlos Esteves Almeida fpn 25.05.12 Debrecen"
"0:28.16 Carlos Esteves Almeida fpn 30.07.13 Barcelona"
