,Time,Name,Date
0,23.68,Denis Pankratov,10 Aug 1996
1,23.6,Geoff Huegill,14 May 2000
2,23.44,Geoff Huegill,27 jul. 2001
3,23.43,Matt Welsh,21 jul. 2003
4,23.3,Ian Crocker,29 Feb 2004
5,23.01,Roland Schoeman,24 jul. 2005
6,22.96,Roland Schoeman,25 jul. 2005
7,22.43,Rafael Muñoz,5 April 2009
8,22.27,Andriy Govorov,1 July 2018
